LEFT,RIGHT
0.704302 ,0.043216
0.704524 ,0.043457
0.704746 ,0.043699
0.704968 ,0.044940
0.705189 ,0.045181
0.705411 ,0.045422
0.705633 ,0.046662
0.707854 ,0.048902
0.711073 ,0.050141
0.713292 ,0.050379
0.713509 ,0.050617
0.713727 ,0.050856
0.705946 ,0.042096
0.695170 ,0.032341
0.692398 ,0.030589
0.691626 ,0.030837
0.689855 ,0.030085
0.690084 ,0.029334
0.690314 ,0.029583
0.690543 ,0.027832
0.689772 ,0.027082
0.690001 ,0.027332
0.690231 ,0.027582
0.690460 ,0.027832
0.690689 ,0.027082
0.690918 ,0.026332
0.691147 ,0.026583
0.691376 ,0.026833
0.690605 ,0.027084
0.688834 ,0.027334
0.688064 ,0.026584
0.689294 ,0.026835
0.689524 ,0.027086
0.690753 ,0.027336
0.691982 ,0.027586
0.691211 ,0.027837
0.691440 ,0.027087
0.691668 ,0.026338
0.691897 ,0.026589
0.692125 ,0.026840
0.692354 ,0.027090
0.692582 ,0.027341
0.692810 ,0.026592
0.693038 ,0.026843
0.693266 ,0.028093
0.694494 ,0.028344
0.694721 ,0.028594
0.694948 ,0.029844
0.695175 ,0.030093
0.695402 ,0.029343
0.695629 ,0.030593
0.695856 ,0.031842
0.697082 ,0.033090
0.697308 ,0.034338
0.697534 ,0.034585
0.697760 ,0.034833
0.697986 ,0.034080
0.695212 ,0.034328
0.695439 ,0.034575
0.698665 ,0.034823
0.698890 ,0.035070
0.698116 ,0.036317
0.698341 ,0.037564
0.700566 ,0.039809
0.701790 ,0.040054
0.703014 ,0.036300
0.705237 ,0.036547
0.705459 ,0.041792
0.706681 ,0.044036
0.708901 ,0.044279
0.711121 ,0.044522
0.711340 ,0.045765
0.711560 ,0.046007
0.712778 ,0.046249
0.712997 ,0.046491
0.714215 ,0.047733
0.715432 ,0.047974
0.716649 ,0.048216
0.716866 ,0.049457
0.717082 ,0.049697
0.719298 ,0.049938
0.719513 ,0.050178
0.719729 ,0.050419
0.720943 ,0.050659
0.721158 ,0.049900
0.707376 ,0.039143
0.697599 ,0.033390
0.700825 ,0.037638
0.703048 ,0.038885
0.703272 ,0.040130
0.703495 ,0.041376
0.704718 ,0.041621
0.704940 ,0.041866
0.706163 ,0.043110
0.706384 ,0.043354
0.706606 ,0.044598
0.708827 ,0.045841
0.709048 ,0.046084
0.709268 ,0.047327
0.710488 ,0.048569
0.711708 ,0.048811
0.711927 ,0.049052
0.712146 ,0.050294
0.713364 ,0.051534
0.714583 ,0.051775
0.714800 ,0.053015
0.715018 ,0.054254
0.716235 ,0.055493
0.716452 ,0.056731
0.716669 ,0.056969
0.716886 ,0.057207
0.717102 ,0.043448
0.717319 ,0.041693
0.720535 ,0.056935
0.722749 ,0.059173
0.722963 ,0.059410
0.723176 ,0.060646
0.723390 ,0.060882
0.723603 ,0.061118
0.723817 ,0.062354
0.724030 ,0.062590
0.724243 ,0.062825
0.725456 ,0.064060
0.725669 ,0.065295
0.726881 ,0.065529
0.728093 ,0.066763
0.728304 ,0.066996
0.728515 ,0.067229
0.728726 ,0.067463
0.728937 ,0.068696
0.728148 ,0.068928
0.728359 ,0.068161
0.729570 ,0.069394
0.729781 ,0.070626
0.729991 ,0.070858
0.732201 ,0.071089
0.733410 ,0.071321
0.733619 ,0.071552
0.733827 ,0.071784
0.735036 ,0.073015
0.735244 ,0.073245
0.734452 ,0.073476
0.734660 ,0.073707
0.735868 ,0.073937
0.736075 ,0.074167
0.736283 ,0.074398
0.736490 ,0.074628
0.738697 ,0.074858
0.738903 ,0.075088
0.739109 ,0.075318
0.740315 ,0.075547
0.740520 ,0.075777
0.740725 ,0.076007
0.741930 ,0.076236
0.744135 ,0.076466
0.744338 ,0.076695
0.744541 ,0.076924
0.738746 ,0.072155
0.731954 ,0.059389
0.732164 ,0.053629
0.730374 ,0.053869
0.728585 ,0.054110
0.728796 ,0.054350
0.729007 ,0.054591
0.729218 ,0.054831
0.729429 ,0.054072
0.728640 ,0.052313
0.728851 ,0.052554
0.729062 ,0.052796
0.730273 ,0.052037
0.729484 ,0.052279
0.728695 ,0.052520
0.728906 ,0.053762
0.727118 ,0.054003
0.727330 ,0.055243
0.727542 ,0.055483
0.727754 ,0.055724
0.728965 ,0.055964
0.729176 ,0.056204
0.730387 ,0.056444
0.730598 ,0.056683
0.730808 ,0.056923
0.731018 ,0.057163
0.731228 ,0.056402
0.731438 ,0.056642
0.731648 ,0.056882
0.731858 ,0.057122
0.732068 ,0.057362
0.733277 ,0.057601
0.733486 ,0.057841
0.733695 ,0.057080
0.733904 ,0.056320
0.735113 ,0.056561
0.735321 ,0.056801
0.735529 ,0.058040
0.734737 ,0.058280
0.733946 ,0.058519
0.734155 ,0.058758
0.734364 ,0.058997
0.735572 ,0.059236
0.735780 ,0.059475
0.735988 ,0.059714
0.736196 ,0.059953
0.735404 ,0.060192
0.735612 ,0.060430
0.735820 ,0.060669
0.735028 ,0.061907
0.735236 ,0.063145
0.735445 ,0.063382
0.735653 ,0.063619
0.735861 ,0.063856
0.736069 ,0.064093
0.737276 ,0.064330
0.737483 ,0.064567
0.737691 ,0.066803
0.737898 ,0.068038
0.738105 ,0.068273
0.738312 ,0.068508
0.738518 ,0.068743
0.738725 ,0.068978
0.738932 ,0.069213
0.739138 ,0.069447
0.739345 ,0.069682
0.740551 ,0.067917
0.740756 ,0.069152
0.740962 ,0.073385
0.741168 ,0.073618
0.741373 ,0.073850
0.741578 ,0.075083
0.736785 ,0.071316
0.724995 ,0.063551
0.718211 ,0.060790
0.718427 ,0.061029
0.718644 ,0.061267
0.717861 ,0.060506
0.717078 ,0.059746
0.714296 ,0.059985
0.712516 ,0.060225
0.712735 ,0.059464
0.712955 ,0.058704
0.713174 ,0.058945
0.713394 ,0.059185
0.714613 ,0.059425
0.714831 ,0.061664
0.715050 ,0.061903
0.715268 ,0.061142
0.715487 ,0.061381
0.715705 ,0.061620
0.715923 ,0.061859
0.716141 ,0.061098
0.716359 ,0.060338
0.716577 ,0.060577
0.715795 ,0.060817
0.715013 ,0.061056
0.715231 ,0.060296
0.715450 ,0.060536
0.715668 ,0.060775
0.715886 ,0.061015
0.716104 ,0.061255
0.716322 ,0.059494
0.716540 ,0.059735
0.716758 ,0.059975
0.716976 ,0.060215
0.717193 ,0.061455
0.717410 ,0.060695
0.717628 ,0.060934
0.717845 ,0.061174
0.718062 ,0.061414
0.718279 ,0.060654
0.718496 ,0.059894
0.718713 ,0.060134
0.718930 ,0.060374
0.719147 ,0.060615
0.719363 ,0.060855
0.719580 ,0.061095
0.719796 ,0.061335
0.720012 ,0.061574
0.720229 ,0.060814
0.721444 ,0.062054
0.721660 ,0.062294
0.721875 ,0.062533
0.723090 ,0.062772
0.722305 ,0.063012
0.722521 ,0.063251
0.723735 ,0.063490
0.723950 ,0.064729
0.723164 ,0.065967
0.722379 ,0.066205
0.722594 ,0.066442
0.722810 ,0.066680
0.724024 ,0.066918
0.725238 ,0.067155
0.726452 ,0.067392
0.726665 ,0.067630
0.726878 ,0.067867
0.727091 ,0.068104
0.728304 ,0.068341
0.730515 ,0.068578
0.733726 ,0.068815
0.733935 ,0.069051
0.734145 ,0.069288
0.729356 ,0.069525
0.716571 ,0.051766
0.711790 ,0.044013
0.712010 ,0.052260
0.712231 ,0.053504
0.712451 ,0.055748
0.710672 ,0.055992
0.710893 ,0.056235
0.711114 ,0.056478
0.712334 ,0.056721
0.713554 ,0.056964
0.713774 ,0.057207
0.713993 ,0.059449
0.715213 ,0.059691
0.715431 ,0.059932
0.715650 ,0.061174
0.715869 ,0.061415
0.717087 ,0.061656
0.717305 ,0.062896
0.717523 ,0.065136
0.717740 ,0.065375
0.718958 ,0.065614
0.719175 ,0.067852
0.719392 ,0.067090
0.719608 ,0.067328
0.719825 ,0.068566
0.720042 ,0.069804
0.721258 ,0.071040
0.721474 ,0.071277
0.719690 ,0.071513
0.720907 ,0.071749
0.723122 ,0.071985
0.724337 ,0.073221
0.724552 ,0.073457
0.724766 ,0.074692
0.724980 ,0.075926
0.725194 ,0.076160
0.725408 ,0.076395
0.724623 ,0.076629
0.725837 ,0.076862
0.726050 ,0.077096
0.726264 ,0.077330
0.727477 ,0.077564
0.727690 ,0.077797
0.728903 ,0.078031
0.730115 ,0.078264
0.730327 ,0.078497
0.729539 ,0.078730
0.728751 ,0.078964
0.730963 ,0.079197
0.732174 ,0.079430
0.732385 ,0.079662
0.734595 ,0.079895
0.734804 ,0.080128
0.735014 ,0.081360
0.735223 ,0.082592
0.735432 ,0.083823
0.736641 ,0.084054
0.737849 ,0.084284
0.738057 ,0.085515
0.738265 ,0.085745
0.739473 ,0.085975
0.739680 ,0.087204
0.739887 ,0.087434
0.740094 ,0.087663
0.740301 ,0.088892
0.741508 ,0.089120
0.741714 ,0.089349
0.742920 ,0.090577
0.744125 ,0.091804
0.745330 ,0.093031
0.745534 ,0.093258
0.745738 ,0.093484
0.742943 ,0.088712
0.733151 ,0.078943
0.729362 ,0.076177
0.732574 ,0.077412
0.732784 ,0.077647
0.732995 ,0.077881
0.731206 ,0.077115
0.730418 ,0.075350
0.730629 ,0.075586
0.730841 ,0.075821
0.731053 ,0.076057
0.730264 ,0.075292
0.730476 ,0.075528
0.730688 ,0.075763
0.730899 ,0.074999
0.731111 ,0.075235
0.731322 ,0.076470
0.731534 ,0.076706
0.731745 ,0.076941
0.731956 ,0.077176
0.732167 ,0.076411
0.732378 ,0.076646
0.732589 ,0.075881
0.732800 ,0.075117
0.733011 ,0.075353
0.733221 ,0.075589
0.731432 ,0.075825
0.730644 ,0.075061
0.732855 ,0.076297
0.733066 ,0.076532
0.733276 ,0.076768
0.733487 ,0.076003
0.733697 ,0.076239
0.733907 ,0.079474
0.734117 ,0.076709
0.734328 ,0.072945
0.734538 ,0.073183
0.734747 ,0.073420
0.734957 ,0.074657
0.733167 ,0.074893
0.733378 ,0.075130
0.734588 ,0.076366
0.733798 ,0.076602
0.734009 ,0.076838
0.734219 ,0.077073
0.733429 ,0.077309
0.733640 ,0.077544
0.733850 ,0.077780
0.734060 ,0.078015
0.734270 ,0.078250
0.734481 ,0.078485
0.735690 ,0.078720
0.736899 ,0.079955
0.737108 ,0.080189
0.737317 ,0.079423
0.737526 ,0.079658
0.737734 ,0.080892
0.737943 ,0.081126
0.738151 ,0.081360
0.738359 ,0.081594
0.737567 ,0.081828
0.736776 ,0.082061
0.735985 ,0.082295
0.735195 ,0.082528
0.734405 ,0.082761
0.734615 ,0.081995
0.734825 ,0.080229
0.735035 ,0.079464
0.736245 ,0.080698
0.736454 ,0.080933
0.736663 ,0.080167
0.736872 ,0.080402
0.737081 ,0.080636
0.724293 ,0.069873
0.719509 ,0.060116
0.727725 ,0.062360
0.728938 ,0.064603
0.728151 ,0.064845
0.727365 ,0.066087
0.726579 ,0.066329
0.726793 ,0.066570
0.727007 ,0.066812
0.727220 ,0.066053
0.727434 ,0.065296
0.727648 ,0.064538
0.726862 ,0.064781
0.727076 ,0.065023
0.728289 ,0.065266
0.728503 ,0.065508
0.727716 ,0.065750
0.727930 ,0.065992
0.728143 ,0.067234
0.728356 ,0.067476
0.728570 ,0.067717
0.728783 ,0.067958
0.728996 ,0.068200
0.729209 ,0.068441
0.729422 ,0.068682
0.729634 ,0.068923
0.729847 ,0.069163
0.730060 ,0.069404
0.730272 ,0.069645
0.731484 ,0.069885
0.731696 ,0.070126
0.731908 ,0.070366
0.732119 ,0.070607
0.732331 ,0.070847
0.733542 ,0.071087
0.734753 ,0.071327
0.734963 ,0.071567
0.735173 ,0.071807
0.735383 ,0.072046
0.735593 ,0.072286
0.737802 ,0.073525
0.739011 ,0.073764
0.739219 ,0.073004
0.739427 ,0.074243
0.739635 ,0.075481
0.738843 ,0.075719
0.739051 ,0.074957
0.739259 ,0.075196
0.739467 ,0.075434
0.739675 ,0.075672
0.739883 ,0.077910
0.740091 ,0.078147
0.740299 ,0.078384
0.740506 ,0.078621
0.740714 ,0.078858
0.740921 ,0.079095
0.741128 ,0.079331
0.741335 ,0.078568
0.741543 ,0.077805
0.742749 ,0.078043
0.742956 ,0.078280
0.743162 ,0.078517
0.743368 ,0.078754
0.743574 ,0.078991
0.743780 ,0.079228
0.744986 ,0.079465
0.746191 ,0.080701
0.748395 ,0.080937
0.750598 ,0.081173
0.750801 ,0.081409
0.749004 ,0.081645
0.747208 ,0.081881
0.738414 ,0.073119
0.730625 ,0.065361
0.731837 ,0.066604
0.733049 ,0.066847
0.733260 ,0.066091
0.733471 ,0.066334
0.733682 ,0.065578
0.733893 ,0.065822
0.734104 ,0.067065
0.734315 ,0.067309
0.735525 ,0.067552
0.735736 ,0.066795
0.735946 ,0.067038
0.736155 ,0.067281
0.735366 ,0.067525
0.734576 ,0.067768
0.734787 ,0.067011
0.735997 ,0.067254
0.736207 ,0.067498
0.736417 ,0.067741
0.736626 ,0.068984
0.736836 ,0.069226
0.737045 ,0.067469
0.737255 ,0.067713
0.737464 ,0.068956
0.738673 ,0.069198
0.739882 ,0.068441
0.740090 ,0.068684
0.740298 ,0.068927
0.740505 ,0.069170
0.740713 ,0.068413
0.739921 ,0.068656
0.739129 ,0.069899
0.739338 ,0.070141
0.739546 ,0.070383
0.739754 ,0.070626
0.739963 ,0.070868
0.740171 ,0.071110
0.740379 ,0.070352
0.740586 ,0.068595
0.740794 ,0.068838
0.741002 ,0.071081
0.741209 ,0.072323
0.742417 ,0.073564
0.743623 ,0.073805
0.743829 ,0.074046
0.744036 ,0.074286
0.744242 ,0.074527
0.744448 ,0.074767
0.744654 ,0.073008
0.745859 ,0.073250
0.747064 ,0.074491
0.746269 ,0.073731
0.746474 ,0.073972
0.746679 ,0.074213
0.746884 ,0.075454
0.747089 ,0.076694
0.747293 ,0.075934
0.747498 ,0.076174
0.746703 ,0.076414
0.746908 ,0.076654
0.748112 ,0.077893
0.748316 ,0.077133
0.748521 ,0.077373
0.747725 ,0.077612
0.747929 ,0.077852
0.748134 ,0.079091
0.748338 ,0.079329
0.748542 ,0.080568
0.748746 ,0.080806
0.748950 ,0.081044
0.749154 ,0.081282
0.748358 ,0.079520
0.739564 ,0.061763
0.729775 ,0.049014
0.729989 ,0.055266
0.731202 ,0.059516
0.731414 ,0.061764
0.731627 ,0.064011
0.731839 ,0.064258
0.732052 ,0.064504
0.733264 ,0.064750
0.733475 ,0.063997
0.733687 ,0.064243
0.733898 ,0.064490
0.734110 ,0.064736
0.734321 ,0.065982
0.734532 ,0.066228
0.735743 ,0.066473
0.736953 ,0.066719
0.738163 ,0.066964
0.740372 ,0.067210
0.740580 ,0.066455
0.740788 ,0.066701
0.740996 ,0.068946
0.741204 ,0.069190
0.740412 ,0.069434
0.740620 ,0.070678
0.742828 ,0.070922
0.745035 ,0.071166
0.745241 ,0.073409
0.745447 ,0.075650
0.745652 ,0.075892
0.745858 ,0.076133
0.746064 ,0.076374
0.746269 ,0.076615
0.746475 ,0.076856
0.747680 ,0.077097
0.747884 ,0.077337
0.748089 ,0.078578
0.748294 ,0.079818
0.748498 ,0.080057
0.748703 ,0.078297
0.748907 ,0.078537
0.748111 ,0.080777
0.748316 ,0.081016
0.750520 ,0.081255
0.750723 ,0.081494
0.750927 ,0.081733
0.751130 ,0.081972
0.751333 ,0.082210
0.752536 ,0.082449
0.752738 ,0.082687
0.752941 ,0.082926
0.753143 ,0.083164
0.753345 ,0.084402
0.753547 ,0.084639
0.753749 ,0.083877
0.753951 ,0.083115
0.754153 ,0.083354
0.754355 ,0.085591
0.755556 ,0.085829
0.756757 ,0.086066
0.757957 ,0.085303
0.758157 ,0.084540
0.758357 ,0.085778
0.759556 ,0.087015
0.760755 ,0.087251
0.761953 ,0.087488
0.762151 ,0.087724
0.762349 ,0.089960
0.763547 ,0.091195
0.764744 ,0.091430
0.764940 ,0.091665
0.764137 ,0.091899
0.760335 ,0.084135
0.752536 ,0.073376
0.748739 ,0.070621
0.748944 ,0.070866
0.749148 ,0.071110
0.749352 ,0.070355
0.748557 ,0.070601
0.749761 ,0.070846
0.750965 ,0.071091
0.750169 ,0.071335
0.750372 ,0.072580
0.750576 ,0.072824
0.750780 ,0.073068
0.748984 ,0.073312
0.749188 ,0.073556
0.752392 ,0.073800
0.752595 ,0.074044
0.752797 ,0.075287
0.753000 ,0.075530
0.753203 ,0.074774
0.753405 ,0.075017
0.753607 ,0.074260
0.753810 ,0.074504
0.753012 ,0.073748
0.753215 ,0.073992
0.753417 ,0.074236
0.752620 ,0.074480
0.751823 ,0.073724
0.752026 ,0.072968
0.752229 ,0.074212
0.752432 ,0.075456
0.752635 ,0.075699
0.752837 ,0.075942
0.754040 ,0.076186
0.756242 ,0.075429
0.756443 ,0.076672
0.755644 ,0.077915
0.756845 ,0.078157
0.757046 ,0.078399
0.756246 ,0.078641
0.757447 ,0.078883
0.757648 ,0.077125
0.757848 ,0.076368
0.758048 ,0.078611
0.758249 ,0.078853
0.758449 ,0.079095
0.758649 ,0.080337
0.758849 ,0.080578
0.759048 ,0.080819
0.759248 ,0.081060
0.759448 ,0.081301
0.759647 ,0.081542
0.759847 ,0.081783
0.760046 ,0.082024
0.760245 ,0.082265
0.760445 ,0.082505
0.759644 ,0.082746
0.758844 ,0.082986
0.759044 ,0.084226
0.759243 ,0.084466
0.761443 ,0.085705
0.761641 ,0.085944
0.761840 ,0.086183
0.763038 ,0.086422
0.763236 ,0.086661
0.764433 ,0.086900
0.764630 ,0.087138
0.764827 ,0.087377
0.765024 ,0.088615
0.765221 ,0.090852
0.765418 ,0.091089
0.766615 ,0.091325
0.766811 ,0.091562
0.761008 ,0.086800
0.755209 ,0.080040
0.755411 ,0.078283
0.756612 ,0.076526
0.756813 ,0.075770
0.756014 ,0.076015
0.756216 ,0.076259
0.755417 ,0.074504
0.754619 ,0.073749
0.753822 ,0.072994
0.753024 ,0.072240
0.754227 ,0.071487
0.753429 ,0.070734
0.752632 ,0.069981
0.752835 ,0.070228
0.753039 ,0.069476
0.753241 ,0.069723
0.753444 ,0.069971
0.752647 ,0.069219
0.752850 ,0.067467
0.753053 ,0.066716
0.753256 ,0.066965
0.753459 ,0.067214
0.752662 ,0.067463
0.752865 ,0.066713
0.753068 ,0.066962
0.753271 ,0.067211
0.752475 ,0.064461
0.752678 ,0.063712
0.750882 ,0.063963
0.751086 ,0.063214
0.754289 ,0.063465
0.754491 ,0.063716
0.753694 ,0.062967
0.747898 ,0.057220
0.744105 ,0.048477
0.746312 ,0.050735
0.746518 ,0.055991
0.746724 ,0.056246
0.746930 ,0.056501
0.748136 ,0.056755
0.748342 ,0.057010
0.748547 ,0.058264
0.748752 ,0.058518
0.748958 ,0.058771
0.749163 ,0.059025
0.749368 ,0.061278
0.749573 ,0.062530
0.750777 ,0.062782
0.752981 ,0.063033
0.753184 ,0.063285
0.753387 ,0.063536
0.753590 ,0.064788
0.753793 ,0.066038
0.753996 ,0.068288
0.754199 ,0.069536
0.754401 ,0.070785
0.754604 ,0.071032
0.754806 ,0.071280
0.755009 ,0.071528
0.755211 ,0.071775
0.756413 ,0.073022
0.758614 ,0.074269
0.758815 ,0.074515
0.760015 ,0.075761
0.762214 ,0.076007
0.763413 ,0.079251
0.764610 ,0.080495
0.764808 ,0.080738
0.766005 ,0.081981
0.767202 ,0.084223
0.768398 ,0.084465
0.763595 ,0.072709
0.754795 ,0.067957
0.753998 ,0.077205
0.756200 ,0.079449
0.758401 ,0.079693
0.760602 ,0.081936
0.760801 ,0.083179
0.762000 ,0.084420
0.764199 ,0.085662
0.764397 ,0.086902
0.764595 ,0.089142
0.764792 ,0.090381
0.765989 ,0.091619
0.767186 ,0.092857
0.767383 ,0.093094
0.767579 ,0.094331
0.767775 ,0.094568
0.768971 ,0.095804
0.771166 ,0.096040
0.771361 ,0.097276
0.773554 ,0.098511
0.773748 ,0.098746
0.773941 ,0.099980
0.772134 ,0.101214
0.772329 ,0.085451
0.773522 ,0.069696
0.773716 ,0.085941
0.773909 ,0.102178
0.774102 ,0.102411
0.774295 ,0.102644
0.774488 ,0.102877
0.773681 ,0.103110
0.773874 ,0.103342
0.774068 ,0.103575
0.774261 ,0.103807
0.774454 ,0.104039
0.774647 ,0.104272
0.774839 ,0.104504
0.775032 ,0.104736
0.775225 ,0.104967
0.775417 ,0.105199
0.775610 ,0.105431
0.775802 ,0.105662
0.775994 ,0.105894
0.776187 ,0.106125
0.776379 ,0.105356
0.776571 ,0.105588
0.776763 ,0.105820
0.776954 ,0.106051
0.777146 ,0.106282
0.777338 ,0.105514
0.777529 ,0.105745
0.777721 ,0.106977
0.777912 ,0.108207
0.779103 ,0.108438
0.779294 ,0.108668
0.779485 ,0.107898
0.780675 ,0.108129
0.780865 ,0.108359
0.782054 ,0.109589
0.782244 ,0.109819
0.782433 ,0.110049
0.784621 ,0.112278
0.785809 ,0.113506
0.785996 ,0.114734
0.786184 ,0.114961
0.786371 ,0.115188
0.786558 ,0.115415
0.786745 ,0.116642
0.787932 ,0.117868
0.788118 ,0.118094
0.787305 ,0.118320
0.785492 ,0.118545
0.779681 ,0.114772
0.776872 ,0.109001
0.778064 ,0.108231
0.778255 ,0.108462
0.778447 ,0.109692
0.777638 ,0.109922
0.777829 ,0.110152
0.778021 ,0.109382
0.777212 ,0.108612
0.776404 ,0.108843
0.776596 ,0.109073
0.776788 ,0.109304
0.776980 ,0.109534
0.776172 ,0.108764
0.776365 ,0.107995
0.775557 ,0.107226
0.775750 ,0.107458
0.775942 ,0.107689
0.775135 ,0.107920
0.775327 ,0.108151
0.774520 ,0.108382
0.774713 ,0.107613
0.774906 ,0.107845
0.775099 ,0.108076
0.775292 ,0.108307
0.775485 ,0.107538
0.774678 ,0.107770
0.774871 ,0.108001
0.775064 ,0.108232
0.775256 ,0.108463
0.775449 ,0.107694
0.775642 ,0.107926
0.775834 ,0.110157
0.776027 ,0.110387
0.776219 ,0.110617
0.776411 ,0.110847
0.776604 ,0.110077
0.776796 ,0.110307
0.776988 ,0.110538
0.777179 ,0.110768
0.777371 ,0.110998
0.777563 ,0.110228
0.777755 ,0.110458
0.778946 ,0.110689
0.780137 ,0.110919
0.780327 ,0.111149
0.780517 ,0.111379
0.781707 ,0.111609
0.782897 ,0.111839
0.783086 ,0.112068
0.783275 ,0.112298
0.783463 ,0.111528
0.783652 ,0.111758
0.782841 ,0.112987
0.783030 ,0.114216
0.783219 ,0.114445
0.783408 ,0.114674
0.784597 ,0.113902
0.784785 ,0.113131
0.784973 ,0.112361
0.785161 ,0.112590
0.786349 ,0.113820
0.787536 ,0.115048
0.787723 ,0.115277
0.787909 ,0.115505
0.788096 ,0.116733
0.788283 ,0.116961
0.789469 ,0.117188
0.789655 ,0.119415
0.789840 ,0.121641
0.791026 ,0.121866
0.791211 ,0.121091
0.792396 ,0.121317
0.778584 ,0.105546
0.766778 ,0.091783
0.770974 ,0.095022
0.772169 ,0.095260
0.773363 ,0.095499
0.773557 ,0.095737
0.773750 ,0.094975
0.773944 ,0.095214
0.774138 ,0.096452
0.774331 ,0.096689
0.774524 ,0.095927
0.774718 ,0.097165
0.774911 ,0.098402
0.775104 ,0.098639
0.775297 ,0.098876
0.774490 ,0.099113
0.773684 ,0.099349
0.773878 ,0.099586
0.774071 ,0.099822
0.775265 ,0.100058
0.776457 ,0.101294
0.776650 ,0.101529
0.776842 ,0.101765
0.777034 ,0.102000
0.778226 ,0.102235
0.778417 ,0.101471
0.778609 ,0.101706
0.777801 ,0.101941
0.777992 ,0.103176
0.779184 ,0.103411
0.779375 ,0.103646
0.779566 ,0.103880
0.779757 ,0.104115
0.779947 ,0.104349
0.780138 ,0.104583
0.780329 ,0.105817
0.780519 ,0.106050
0.780710 ,0.105284
0.780900 ,0.105518
0.781090 ,0.105751
0.781280 ,0.105985
0.780471 ,0.107218
0.779661 ,0.107451
0.780852 ,0.107683
0.781042 ,0.106916
0.781233 ,0.107149
0.781423 ,0.108382
0.781613 ,0.108614
0.781803 ,0.108847
0.781992 ,0.110079
0.783182 ,0.110310
0.784371 ,0.110541
0.784559 ,0.110773
0.784748 ,0.112004
0.784936 ,0.112234
0.785125 ,0.112465
0.785313 ,0.112695
0.785501 ,0.112926
0.785689 ,0.113156
0.786877 ,0.113386
0.787064 ,0.113616
0.787252 ,0.114846
0.787439 ,0.116075
0.787626 ,0.116304
0.788813 ,0.116532
0.790999 ,0.116761
0.791184 ,0.116989
0.790370 ,0.117218
0.790555 ,0.117446
0.790741 ,0.117674
0.791926 ,0.117902
0.790112 ,0.116131
0.778300 ,0.099364
0.769494 ,0.088604
0.769690 ,0.091846
0.769886 ,0.092087
0.770082 ,0.091328
0.770278 ,0.091569
0.770473 ,0.092810
0.771669 ,0.094050
0.771863 ,0.094290
0.772058 ,0.094530
0.773253 ,0.094769
0.774447 ,0.095009
0.774640 ,0.095249
0.774834 ,0.095488
0.777027 ,0.096727
0.777219 ,0.096966
0.777412 ,0.097204
0.777604 ,0.098442
0.777796 ,0.099680
0.776988 ,0.100917
0.777180 ,0.101154
0.779372 ,0.101390
0.779563 ,0.102627
0.778755 ,0.102863
0.778946 ,0.103098
0.775139 ,0.104334
0.769334 ,0.104569
0.771529 ,0.104804
0.773724 ,0.095041
0.774918 ,0.093281
0.775111 ,0.103519
0.774305 ,0.104755
0.774498 ,0.104990
0.774692 ,0.105225
0.774886 ,0.105459
0.775079 ,0.105694
0.774273 ,0.105928
0.773467 ,0.106163
0.773661 ,0.106397
0.773855 ,0.106631
0.774049 ,0.106866
0.773243 ,0.108099
0.772438 ,0.108333
0.772633 ,0.107566
0.772827 ,0.107800
0.773022 ,0.108034
0.773216 ,0.108267
0.774410 ,0.108500
0.774604 ,0.108734
0.774798 ,0.108967
0.774991 ,0.109200
0.775185 ,0.109433
0.775378 ,0.109666
0.774572 ,0.109898
0.774766 ,0.111131
0.774959 ,0.111363
0.775153 ,0.111595
0.776346 ,0.111827
0.776539 ,0.112058
0.776732 ,0.112290
0.776924 ,0.112521
0.777117 ,0.112753
0.778309 ,0.112984
0.778501 ,0.113215
0.778693 ,0.113446
0.778884 ,0.113677
0.779076 ,0.113908
0.780267 ,0.114139
0.781458 ,0.114370
0.781648 ,0.115600
0.781839 ,0.116830
0.780029 ,0.117059
0.777221 ,0.117288
0.775414 ,0.113518
0.776607 ,0.108751
0.779800 ,0.108984
0.779991 ,0.109217
0.780182 ,0.110450
0.779373 ,0.109683
0.778565 ,0.108916
0.778757 ,0.109150
0.779948 ,0.109383
0.781139 ,0.109616
0.781330 ,0.109849
0.781520 ,0.111082
0.781711 ,0.111314
0.780901 ,0.111547
0.781092 ,0.111779
0.781283 ,0.112011
0.781473 ,0.112243
0.782663 ,0.112475
0.782853 ,0.113706
0.783043 ,0.114937
0.783233 ,0.115167
0.783422 ,0.116398
0.783612 ,0.117627
0.783801 ,0.117856
0.783991 ,0.118086
0.783180 ,0.118315
0.783370 ,0.118544
0.784559 ,0.118772
0.785748 ,0.119001
0.785936 ,0.119230
0.785125 ,0.119459
0.786313 ,0.119687
0.787501 ,0.119915
0.787689 ,0.120144
0.788876 ,0.120372
0.789063 ,0.120600
0.789249 ,0.122828
0.791436 ,0.124054
0.792621 ,0.124281
0.792806 ,0.123507
0.791991 ,0.123734
0.792177 ,0.125960
0.793362 ,0.126185
0.793546 ,0.126411
0.793731 ,0.127636
0.793915 ,0.127860
0.794100 ,0.129085
0.794284 ,0.129309
0.795468 ,0.129533
0.795652 ,0.129756
0.795836 ,0.129980
0.796019 ,0.130204
0.797202 ,0.130427
0.800384 ,0.130651
0.800566 ,0.130874
0.799747 ,0.131097
0.799929 ,0.130321
0.801110 ,0.130544
0.801291 ,0.132767
0.801472 ,0.132990
0.801652 ,0.133212
0.802833 ,0.134434
0.804013 ,0.134655
0.805192 ,0.135877
0.805371 ,0.136098
