LEFT,RIGHT
-0.065691, -0.146489
-0.064223, -0.146297
-0.063756, -0.147105
-0.064289, -0.146912
-0.063821, -0.146720
-0.063354, -0.146528
-0.062887, -0.146335
-0.063420, -0.146143
-0.064952, -0.145951
-0.064484, -0.145759
-0.063017, -0.144567
-0.062550, -0.144375
-0.062083, -0.144184
-0.061616, -0.143992
-0.061150, -0.143801
-0.061683, -0.142610
-0.061217, -0.142419
-0.060750, -0.142229
-0.060284, -0.143038
-0.059818, -0.142847
-0.059352, -0.142656
-0.058886, -0.142465
-0.058421, -0.141274
-0.056956, -0.139084
-0.056491, -0.137895
-0.056027, -0.137707
-0.056562, -0.140517
-0.064096, -0.148325
-0.068626, -0.152130
-0.067156, -0.151934
-0.066686, -0.151739
-0.066216, -0.152543
-0.067746, -0.153346
-0.068275, -0.155149
-0.067804, -0.154952
-0.067334, -0.154754
-0.066864, -0.155557
-0.067393, -0.156358
-0.066923, -0.156160
-0.066452, -0.155962
-0.066982, -0.155764
-0.066512, -0.155566
-0.067041, -0.156368
-0.067570, -0.156169
-0.067100, -0.155971
-0.065629, -0.155773
-0.065159, -0.155574
-0.065689, -0.155376
-0.065219, -0.155178
-0.064749, -0.154980
-0.064280, -0.154782
-0.063810, -0.154584
-0.063341, -0.155386
-0.063871, -0.155188
-0.063402, -0.155989
-0.063932, -0.155790
-0.064462, -0.155592
-0.063992, -0.155393
-0.063523, -0.156195
-0.063053, -0.156995
-0.062584, -0.156796
-0.063114, -0.156597
-0.062645, -0.156398
-0.063175, -0.156198
-0.062706, -0.156999
-0.062236, -0.157799
-0.060767, -0.157599
-0.060299, -0.158399
-0.060830, -0.158199
-0.061361, -0.157999
-0.060892, -0.156799
-0.060423, -0.155599
-0.060955, -0.155400
-0.061485, -0.155201
-0.062016, -0.156002
-0.062546, -0.157802
-0.061076, -0.158601
-0.060607, -0.158401
-0.060138, -0.157200
-0.059669, -0.157000
-0.059201, -0.156800
-0.058732, -0.156600
-0.058264, -0.154401
-0.057796, -0.152202
-0.057328, -0.152004
-0.056860, -0.151806
-0.056393, -0.149609
-0.055926, -0.149412
-0.055458, -0.149216
-0.055991, -0.150019
-0.055524, -0.149822
-0.055057, -0.148625
-0.054590, -0.149429
-0.054123, -0.149232
-0.052657, -0.148035
-0.051191, -0.145839
-0.049726, -0.145644
-0.049262, -0.145449
-0.048797, -0.145254
-0.048333, -0.148058
-0.054867, -0.153860
-0.062398, -0.154661
-0.062927, -0.154461
-0.063455, -0.154262
-0.062984, -0.154062
-0.062512, -0.154862
-0.062041, -0.155662
-0.061570, -0.155462
-0.061099, -0.155261
-0.060628, -0.156061
-0.060158, -0.155860
-0.059688, -0.155660
-0.059217, -0.155459
-0.058747, -0.155258
-0.058278, -0.155058
-0.057808, -0.154858
-0.057339, -0.154657
-0.056869, -0.154457
-0.056400, -0.154257
-0.055932, -0.155057
-0.056463, -0.154856
-0.056993, -0.154655
-0.056524, -0.154455
-0.056055, -0.154255
-0.055586, -0.154054
-0.055117, -0.153854
-0.054649, -0.153654
-0.054180, -0.153454
-0.053712, -0.153254
-0.053244, -0.153054
-0.052776, -0.152854
-0.054308, -0.152654
-0.053840, -0.152454
-0.053371, -0.152254
-0.051904, -0.152055
-0.051436, -0.151855
-0.051969, -0.151655
-0.051501, -0.151456
-0.051034, -0.153256
-0.051566, -0.153055
-0.051099, -0.152855
-0.050632, -0.152655
-0.050165, -0.152455
-0.049698, -0.152255
-0.048231, -0.152054
-0.047765, -0.151854
-0.047299, -0.151654
-0.046833, -0.151455
-0.046368, -0.151255
-0.045903, -0.150055
-0.045438, -0.149856
-0.044973, -0.150657
-0.044508, -0.150457
-0.044043, -0.150258
-0.043579, -0.150058
-0.043115, -0.149859
-0.042650, -0.150659
-0.042187, -0.150459
-0.041723, -0.149260
-0.040260, -0.149061
-0.039797, -0.148862
-0.040334, -0.148663
-0.039871, -0.148464
-0.039408, -0.148265
-0.037946, -0.148066
-0.038484, -0.147867
-0.038021, -0.147668
-0.033560, -0.147470
-0.033101, -0.147271
-0.032641, -0.146073
-0.032181, -0.145875
-0.040720, -0.153675
-0.053253, -0.162471
-0.056782, -0.163264
-0.055311, -0.163058
-0.054840, -0.162851
-0.055369, -0.162645
-0.056897, -0.162439
-0.057425, -0.162232
-0.056953, -0.162026
-0.056481, -0.161820
-0.055009, -0.160614
-0.054538, -0.160409
-0.055067, -0.160203
-0.054596, -0.159998
-0.054125, -0.160792
-0.052654, -0.160586
-0.047185, -0.160380
-0.046718, -0.160175
-0.050249, -0.159969
-0.049780, -0.160763
-0.049311, -0.159557
-0.048842, -0.158352
-0.048374, -0.158147
-0.047905, -0.157943
-0.047437, -0.157738
-0.045969, -0.157533
-0.045502, -0.157328
-0.045034, -0.157124
-0.043568, -0.155920
-0.044101, -0.155716
-0.043634, -0.155512
-0.042168, -0.155308
-0.041702, -0.155104
-0.041237, -0.154900
-0.041771, -0.154697
-0.041305, -0.164491
-0.040840, -0.168281
-0.043373, -0.162072
-0.057903, -0.161865
-0.058429, -0.162657
-0.045958, -0.162450
-0.045489, -0.161242
-0.045021, -0.161035
-0.044553, -0.161828
-0.044086, -0.161621
-0.043618, -0.159414
-0.043151, -0.159208
-0.043684, -0.160001
-0.043216, -0.159795
-0.042749, -0.160588
-0.042282, -0.160381
-0.041815, -0.159174
-0.041349, -0.158968
-0.040882, -0.162760
-0.040416, -0.164551
-0.039950, -0.163343
-0.039484, -0.161134
-0.039018, -0.158927
-0.038552, -0.158721
-0.038087, -0.158514
-0.036622, -0.158308
-0.036157, -0.158102
-0.035693, -0.156896
-0.035229, -0.156690
-0.034765, -0.156485
-0.034301, -0.156279
-0.033837, -0.156073
-0.034374, -0.155868
-0.034910, -0.155663
-0.033446, -0.155457
-0.030983, -0.156252
-0.030521, -0.155046
-0.030059, -0.154841
-0.033596, -0.162634
-0.038131, -0.171423
-0.038665, -0.171210
-0.038199, -0.170996
-0.037733, -0.170783
-0.039267, -0.170570
-0.040799, -0.170357
-0.042332, -0.171144
-0.043863, -0.171930
-0.043394, -0.171716
-0.042925, -0.172502
-0.043456, -0.172288
-0.043987, -0.172074
-0.045517, -0.172859
-0.045047, -0.172645
-0.044577, -0.173430
-0.045107, -0.174215
-0.046637, -0.174000
-0.046166, -0.173784
-0.045696, -0.173569
-0.046225, -0.174354
-0.045754, -0.174138
-0.045284, -0.173923
-0.044813, -0.173707
-0.045343, -0.173492
-0.044873, -0.173276
-0.044402, -0.173061
-0.043932, -0.172846
-0.044462, -0.172631
-0.043992, -0.173416
-0.043522, -0.173200
-0.043052, -0.172985
-0.042582, -0.172769
-0.042113, -0.172554
-0.041644, -0.172339
-0.041174, -0.172123
-0.040706, -0.172908
-0.041237, -0.172692
-0.040767, -0.172477
-0.040299, -0.172261
-0.040830, -0.172046
-0.040361, -0.171831
-0.038892, -0.171615
-0.038424, -0.171400
-0.037956, -0.171185
-0.037488, -0.170970
-0.037021, -0.170755
-0.037553, -0.170540
-0.037085, -0.170325
-0.036618, -0.170110
-0.037150, -0.169895
-0.037682, -0.170680
-0.037214, -0.170465
-0.036747, -0.170250
-0.036279, -0.170035
-0.035812, -0.169820
-0.035344, -0.169605
-0.034877, -0.168391
-0.034410, -0.168176
-0.033944, -0.168962
-0.033477, -0.168747
-0.033011, -0.169532
-0.031545, -0.169317
-0.031080, -0.168103
-0.029615, -0.167888
-0.027150, -0.167674
-0.025687, -0.167460
-0.025224, -0.167245
-0.024762, -0.165032
-0.023300, -0.162819
-0.021838, -0.162607
-0.021377, -0.162395
-0.025915, -0.163183
-0.038449, -0.170968
-0.044978, -0.176751
-0.043505, -0.176532
-0.043033, -0.176313
-0.043561, -0.177093
-0.042089, -0.176874
-0.041618, -0.176654
-0.041147, -0.176435
-0.040676, -0.176216
-0.041204, -0.175997
-0.040733, -0.177777
-0.040262, -0.177557
-0.041791, -0.176337
-0.042319, -0.176118
-0.041847, -0.175899
-0.040376, -0.175679
-0.039905, -0.175460
-0.040433, -0.175241
-0.039962, -0.174022
-0.039491, -0.172804
-0.039020, -0.172586
-0.037550, -0.172368
-0.035081, -0.172150
-0.033612, -0.171932
-0.033144, -0.171714
-0.032676, -0.171497
-0.032208, -0.171279
-0.033740, -0.171061
-0.032272, -0.170844
-0.029805, -0.169627
-0.030338, -0.168410
-0.030871, -0.168193
-0.030404, -0.167977
-0.029937, -0.167761
-0.029470, -0.167545
-0.029003, -0.167329
-0.027537, -0.167113
-0.027071, -0.166897
-0.026606, -0.166681
-0.026140, -0.166465
-0.025675, -0.166249
-0.025210, -0.166033
-0.024745, -0.165817
-0.024281, -0.165602
-0.023816, -0.165386
-0.024352, -0.165171
-0.023887, -0.164955
-0.023422, -0.164740
-0.022958, -0.163525
-0.022494, -0.162310
-0.021031, -0.162096
-0.019568, -0.161882
-0.019105, -0.160668
-0.018643, -0.160455
-0.018181, -0.160241
-0.017719, -0.160028
-0.017257, -0.159815
-0.015795, -0.158602
-0.015335, -0.157389
-0.014874, -0.157177
-0.014413, -0.156965
-0.012953, -0.156753
-0.011494, -0.155541
-0.011035, -0.154330
-0.010576, -0.154120
-0.010117, -0.152909
-0.009659, -0.152699
-0.008200, -0.152489
-0.007743, -0.151279
-0.007285, -0.151069
-0.006828, -0.149860
-0.011370, -0.152651
-0.019908, -0.160438
-0.019445, -0.162224
-0.017981, -0.162009
-0.018518, -0.161794
-0.018055, -0.162579
-0.017592, -0.164363
-0.018129, -0.165146
-0.017666, -0.164930
-0.017204, -0.164713
-0.017741, -0.164496
-0.017278, -0.164280
-0.016815, -0.164063
-0.016352, -0.163847
-0.015890, -0.163631
-0.015428, -0.164414
-0.014966, -0.164198
-0.014504, -0.163981
-0.014042, -0.163764
-0.015580, -0.163548
-0.016118, -0.163332
-0.015655, -0.163115
-0.015193, -0.162899
-0.014730, -0.163682
-0.014268, -0.164465
-0.013807, -0.165248
-0.015344, -0.165031
-0.014882, -0.163813
-0.014420, -0.163596
-0.014957, -0.163380
-0.014495, -0.163163
-0.013033, -0.162946
-0.011572, -0.162729
-0.011111, -0.162513
-0.010650, -0.162296
-0.010190, -0.162080
-0.008729, -0.163863
-0.008270, -0.165645
-0.007810, -0.165427
-0.007351, -0.165208
-0.005892, -0.164990
-0.005434, -0.164772
-0.006975, -0.164554
-0.008516, -0.164336
-0.008056, -0.164118
-0.005596, -0.164900
-0.004138, -0.164682
-0.003680, -0.163464
-0.003223, -0.162247
-0.002765, -0.162030
-0.002308, -0.161813
-0.001851, -0.161596
-0.001394, -0.160379
-0.000937, -0.159163
-0.000481, -0.158947
-0.000024, -0.158732
0.000432 ,-0.158516
-0.000112, -0.158301
0.000344 ,-0.158085
0.000800 ,-0.157870
0.001256 ,-0.158654
0.002712 ,-0.158438
0.003167 ,-0.158223
0.003622 ,-0.158007
0.004077 ,-0.157792
0.004531 ,-0.158576
0.004985 ,-0.158360
0.005440 ,-0.157144
0.005894 ,-0.155929
0.007347 ,-0.155714
0.007800 ,-0.156500
0.008253 ,-0.156285
0.007706 ,-0.156070
0.006160 ,-0.159854
-0.003384, -0.169634
-0.010923, -0.172412
-0.009461, -0.171189
-0.008000, -0.170967
-0.007539, -0.170744
-0.007078, -0.168522
-0.006617, -0.166301
-0.006156, -0.166081
-0.005696, -0.165861
-0.005236, -0.165640
-0.004776, -0.165420
-0.004316, -0.165200
-0.003857, -0.164980
-0.003397, -0.164760
-0.002938, -0.164540
-0.002479, -0.162321
-0.002020, -0.162102
-0.001561, -0.161883
-0.001103, -0.161665
-0.000645, -0.161446
-0.000187, -0.160228
0.000271 ,-0.160010
-0.000271, -0.160792
0.000187 ,-0.160574
0.000645 ,-0.159356
0.001103 ,-0.159139
0.001561 ,-0.158921
0.000018 ,-0.158704
-0.000523, -0.158487
0.000935 ,-0.158269
0.002393 ,-0.158052
0.002850 ,-0.157835
0.003307 ,-0.157618
0.003763 ,-0.157401
0.003220 ,-0.157184
0.003677 ,-0.156967
0.004134 ,-0.156750
0.004590 ,-0.156533
0.006046 ,-0.155317
0.006502 ,-0.153101
0.006957 ,-0.152886
0.006413 ,-0.152671
0.005868 ,-0.152456
0.006324 ,-0.152241
0.007780 ,-0.152026
0.008235 ,-0.151812
0.008690 ,-0.151597
0.009144 ,-0.151382
0.009599 ,-0.151168
0.010053 ,-0.150953
0.010507 ,-0.150739
0.010961 ,-0.150524
0.011415 ,-0.150310
0.012868 ,-0.149096
0.014321 ,-0.147883
0.014773 ,-0.147670
0.010226 ,-0.147457
0.010680 ,-0.147244
0.017133 ,-0.147031
0.017584 ,-0.146818
0.018035 ,-0.146605
0.018486 ,-0.146392
0.018936 ,-0.146180
0.019386 ,-0.145967
0.020836 ,-0.145755
0.021285 ,-0.146542
0.021735 ,-0.146329
0.023183 ,-0.144117
0.025631 ,-0.143905
0.026079 ,-0.143693
0.026526 ,-0.143482
0.026972 ,-0.143270
0.027419 ,-0.145058
0.016868 ,-0.150844
0.005323 ,-0.153628
0.005781 ,-0.152412
0.006238 ,-0.152196
0.006695 ,-0.153979
0.005152 ,-0.156762
0.003611 ,-0.157543
0.004069 ,-0.157324
0.005527 ,-0.157106
0.005985 ,-0.157887
0.006443 ,-0.157668
0.006900 ,-0.157449
0.007357 ,-0.158230
0.007814 ,-0.159010
0.008271 ,-0.158790
0.008727 ,-0.159570
0.009184 ,-0.160350
0.009640 ,-0.160129
0.010096 ,-0.159909
0.010552 ,-0.159689
0.011008 ,-0.159468
0.011463 ,-0.159248
0.011919 ,-0.160028
0.012374 ,-0.159807
0.012829 ,-0.157587
0.013283 ,-0.157368
0.013738 ,-0.157148
0.014192 ,-0.156929
0.014647 ,-0.156710
0.014101 ,-0.160490
0.016555 ,-0.164268
0.019008 ,-0.164045
0.019460 ,-0.163823
0.019911 ,-0.163600
0.020363 ,-0.163377
0.020815 ,-0.163155
0.022266 ,-0.162932
0.022716 ,-0.162710
0.023167 ,-0.163487
0.023617 ,-0.163264
0.023067 ,-0.163041
0.022518 ,-0.163818
0.021969 ,-0.165595
0.022420 ,-0.166370
0.022871 ,-0.165146
0.023321 ,-0.164922
0.023772 ,-0.165698
0.024222 ,-0.165474
0.024672 ,-0.165250
0.025122 ,-0.166025
0.025572 ,-0.164801
0.025021 ,-0.164577
0.025471 ,-0.165352
0.025921 ,-0.165128
0.026370 ,-0.163904
0.025820 ,-0.163680
0.025270 ,-0.164456
0.025719 ,-0.164232
0.026169 ,-0.163008
0.026619 ,-0.162784
0.027068 ,-0.162561
0.027517 ,-0.162338
0.028966 ,-0.162114
0.029414 ,-0.161891
0.029862 ,-0.160668
0.030310 ,-0.160445
0.030758 ,-0.160223
0.032205 ,-0.159001
0.032652 ,-0.158779
0.033099 ,-0.158557
0.032546 ,-0.158335
0.026994 ,-0.164112
0.017446 ,-0.165888
0.015901 ,-0.162663
0.019356 ,-0.161439
0.020809 ,-0.161216
0.020262 ,-0.162993
0.020715 ,-0.163768
0.021168 ,-0.163544
0.021621 ,-0.163320
0.022074 ,-0.163095
0.022526 ,-0.162871
0.022978 ,-0.162647
0.023430 ,-0.162423
0.023882 ,-0.162199
0.024334 ,-0.161975
0.024786 ,-0.161751
0.025237 ,-0.161527
0.025688 ,-0.162303
0.026139 ,-0.162079
0.026590 ,-0.161855
0.027041 ,-0.161631
0.028491 ,-0.161407
0.028940 ,-0.161184
0.029390 ,-0.160960
0.029839 ,-0.160736
0.030289 ,-0.160513
0.031737 ,-0.160290
0.033186 ,-0.167065
0.033633 ,-0.166838
0.035081 ,-0.160613
0.035527 ,-0.160389
0.035974 ,-0.161166
0.037420 ,-0.161942
0.036866 ,-0.160718
0.037312 ,-0.160494
0.037758 ,-0.160270
0.036205 ,-0.160047
0.035651 ,-0.159823
0.037098 ,-0.159600
0.037544 ,-0.160377
0.037990 ,-0.160153
0.038436 ,-0.159930
0.038882 ,-0.159706
0.039327 ,-0.159483
0.039772 ,-0.160259
0.039218 ,-0.160036
0.037663 ,-0.159812
0.037110 ,-0.159589
0.037556 ,-0.159365
0.038003 ,-0.160142
0.037449 ,-0.159918
0.037895 ,-0.159695
0.038342 ,-0.160471
0.037788 ,-0.161247
0.038234 ,-0.161022
0.039680 ,-0.160798
0.041125 ,-0.160574
0.041570 ,-0.159350
0.041015 ,-0.159127
0.041460 ,-0.158904
0.041905 ,-0.158680
0.042349 ,-0.158457
0.041794 ,-0.158234
0.042239 ,-0.159011
0.042683 ,-0.158787
0.043128 ,-0.158564
0.043572 ,-0.158341
0.044016 ,-0.158118
0.044459 ,-0.157895
0.044903 ,-0.157672
0.045346 ,-0.157449
0.045790 ,-0.158226
0.037235 ,-0.160002
0.027685 ,-0.166776
0.027137 ,-0.169548
0.027590 ,-0.167320
0.028042 ,-0.167092
0.028494 ,-0.166864
0.028946 ,-0.167636
0.029398 ,-0.169408
0.028849 ,-0.169179
0.029301 ,-0.168950
0.030753 ,-0.168721
0.031204 ,-0.168492
0.031655 ,-0.167263
0.032105 ,-0.167035
0.032556 ,-0.167806
0.033006 ,-0.167578
0.033456 ,-0.167349
0.033906 ,-0.167121
0.034356 ,-0.166892
0.033805 ,-0.166664
0.034255 ,-0.166436
0.034705 ,-0.165208
0.035154 ,-0.164980
0.035604 ,-0.166752
0.036053 ,-0.166523
0.036502 ,-0.165295
0.029952 ,-0.165067
0.027405 ,-0.164839
0.035856 ,-0.164611
0.039305 ,-0.164383
0.038752 ,-0.164156
0.039200 ,-0.163928
0.039648 ,-0.163700
0.040095 ,-0.163473
0.041543 ,-0.163245
0.041989 ,-0.163018
0.042436 ,-0.162791
0.042882 ,-0.162563
0.043328 ,-0.162336
0.043774 ,-0.162109
0.043220 ,-0.161882
0.043666 ,-0.161655
0.044112 ,-0.161428
0.044558 ,-0.161201
0.045003 ,-0.161974
0.045448 ,-0.161747
0.045893 ,-0.161520
0.046338 ,-0.161293
0.046783 ,-0.161066
0.047228 ,-0.160840
0.048672 ,-0.160613
0.048116 ,-0.160387
0.048560 ,-0.159160
0.049004 ,-0.157935
0.049447 ,-0.157710
0.049891 ,-0.157484
0.050334 ,-0.157259
0.051777 ,-0.157034
0.052220 ,-0.156809
0.052662 ,-0.156585
0.053104 ,-0.156360
0.053546 ,-0.156135
0.054987 ,-0.155911
0.055428 ,-0.155686
0.055869 ,-0.155462
0.056310 ,-0.154238
0.056750 ,-0.154014
0.057191 ,-0.153790
0.057631 ,-0.153567
0.058071 ,-0.154343
0.059510 ,-0.154119
0.059949 ,-0.152896
0.060388 ,-0.149674
0.058827 ,-0.149452
0.044271 ,-0.158228
0.034720 ,-0.165001
0.037171 ,-0.164771
0.037621 ,-0.165542
0.038071 ,-0.165313
0.038521 ,-0.165083
0.039971 ,-0.164854
0.040420 ,-0.165624
0.040869 ,-0.165394
0.041318 ,-0.164165
0.041766 ,-0.163936
0.042214 ,-0.163706
0.041663 ,-0.163477
0.042111 ,-0.163248
0.042560 ,-0.163019
0.043008 ,-0.162791
0.043456 ,-0.162562
0.043903 ,-0.163333
0.044351 ,-0.163104
0.045798 ,-0.161875
0.046245 ,-0.161646
0.046691 ,-0.161418
0.047138 ,-0.160190
0.047584 ,-0.159962
0.048030 ,-0.160734
0.048476 ,-0.160506
0.048921 ,-0.160278
0.049367 ,-0.160050
0.049812 ,-0.159822
0.050257 ,-0.160594
0.051702 ,-0.160366
0.053146 ,-0.160138
0.053589 ,-0.160910
0.054033 ,-0.160682
0.053476 ,-0.159454
0.053919 ,-0.159226
0.054363 ,-0.158999
0.054806 ,-0.158771
0.055249 ,-0.158544
0.056691 ,-0.158317
0.057133 ,-0.158089
0.057575 ,-0.157862
0.058017 ,-0.157635
0.057459 ,-0.157408
0.055901 ,-0.158181
0.056344 ,-0.157954
0.055786 ,-0.157727
0.057229 ,-0.157500
0.058671 ,-0.157273
0.059112 ,-0.158046
0.060553 ,-0.157819
0.062993 ,-0.157592
0.064432 ,-0.157365
0.065871 ,-0.157138
0.067309 ,-0.156911
0.067746 ,-0.156684
0.068183 ,-0.156457
0.069620 ,-0.155231
0.070056 ,-0.155005
0.070492 ,-0.154779
0.070928 ,-0.154553
0.071364 ,-0.154328
0.072800 ,-0.153102
0.074234 ,-0.151877
0.074669 ,-0.150653
0.075103 ,-0.150429
0.075537 ,-0.151205
0.077970 ,-0.149981
0.079402 ,-0.148758
0.080834 ,-0.148535
0.081265 ,-0.148312
0.081696 ,-0.149089
0.074129 ,-0.157863
0.067565 ,-0.164634
0.069003 ,-0.164403
0.070440 ,-0.164172
0.070877 ,-0.163941
0.070313 ,-0.164710
0.070750 ,-0.164479
0.071186 ,-0.164247
0.071623 ,-0.164016
0.072059 ,-0.163785
0.072495 ,-0.163554
0.071931 ,-0.163323
0.072367 ,-0.163092
0.074802 ,-0.162861
0.075237 ,-0.162631
0.073672 ,-0.163400
0.073108 ,-0.164168
0.073544 ,-0.162937
0.073979 ,-0.162706
0.073415 ,-0.163475
0.073850 ,-0.163243
0.075285 ,-0.163012
0.075720 ,-0.161781
0.075155 ,-0.161550
0.074590 ,-0.162320
0.075025 ,-0.163088
0.075460 ,-0.164857
0.076895 ,-0.165624
0.077329 ,-0.164391
0.076763 ,-0.162160
0.077197 ,-0.161929
0.077631 ,-0.162697
0.079065 ,-0.162466
0.080498 ,-0.162235
0.080931 ,-0.161004
0.081363 ,-0.159773
0.080795 ,-0.159543
0.081228 ,-0.159313
0.081660 ,-0.158083
0.082092 ,-0.157854
0.082524 ,-0.157625
0.082956 ,-0.157395
0.081388 ,-0.158166
0.081821 ,-0.157936
0.083253 ,-0.157707
0.083684 ,-0.157478
0.084115 ,-0.156249
0.084547 ,-0.156020
0.084977 ,-0.155792
0.085408 ,-0.155563
0.085839 ,-0.155335
0.085270 ,-0.155107
0.085700 ,-0.154878
0.087131 ,-0.152651
0.088560 ,-0.152424
0.088989 ,-0.152197
0.089418 ,-0.151970
0.090847 ,-0.152743
0.093275 ,-0.152516
0.094701 ,-0.150289
0.095128 ,-0.150063
0.095554 ,-0.149837
0.094980 ,-0.151611
0.095406 ,-0.151384
0.095832 ,-0.148159
0.096258 ,-0.147934
0.096684 ,-0.147709
0.097110 ,-0.146484
0.098535 ,-0.144260
0.099959 ,-0.143037
0.100383 ,-0.142815
0.100807 ,-0.142592
0.099231 ,-0.147368
0.089658 ,-0.157141
0.084089 ,-0.159911
0.085521 ,-0.158680
0.085952 ,-0.158449
0.086383 ,-0.158219
0.086814 ,-0.158988
0.087245 ,-0.158758
0.087675 ,-0.158527
0.088106 ,-0.158297
0.087536 ,-0.158066
0.088967 ,-0.157836
0.089396 ,-0.157606
0.089826 ,-0.157376
0.090256 ,-0.157146
0.090685 ,-0.157915
0.091114 ,-0.157685
0.091543 ,-0.157455
0.091972 ,-0.157225
0.092400 ,-0.156995
0.092829 ,-0.156765
0.093257 ,-0.156535
0.093685 ,-0.157305
0.094113 ,-0.157074
0.094541 ,-0.155845
0.094968 ,-0.155615
0.096395 ,-0.155386
0.096822 ,-0.155156
0.097248 ,-0.154927
0.097675 ,-0.154698
0.098101 ,-0.154469
0.098527 ,-0.154240
0.098952 ,-0.155011
0.100378 ,-0.154781
0.100802 ,-0.154552
0.101227 ,-0.153323
0.101652 ,-0.153095
0.103076 ,-0.152866
0.103499 ,-0.151638
0.103923 ,-0.151411
0.104346 ,-0.152183
0.104769 ,-0.151955
0.105192 ,-0.151727
0.105615 ,-0.151499
0.106037 ,-0.151271
0.106460 ,-0.151043
0.105882 ,-0.150816
0.106305 ,-0.150588
0.106727 ,-0.150361
0.107149 ,-0.149134
0.107571 ,-0.148907
0.106993 ,-0.149680
0.107415 ,-0.149453
0.108837 ,-0.149226
0.109258 ,-0.148999
0.109679 ,-0.149772
0.110100 ,-0.149545
0.110520 ,-0.149318
0.110941 ,-0.149091
0.111361 ,-0.148864
0.111781 ,-0.146638
0.112201 ,-0.146412
0.112621 ,-0.146186
0.114040 ,-0.144961
0.114459 ,-0.145736
0.114878 ,-0.147510
0.115296 ,-0.145284
0.115715 ,-0.143059
0.117133 ,-0.142835
0.118550 ,-0.142611
0.118967 ,-0.142387
0.119383 ,-0.140164
0.119800 ,-0.139941
0.117217 ,-0.140718
0.107637 ,-0.154492
0.103060 ,-0.160260
0.103485 ,-0.154029
0.102910 ,-0.153799
0.102335 ,-0.153569
0.101760 ,-0.153340
0.100186 ,-0.153110
0.099612 ,-0.153881
0.100039 ,-0.155650
0.099465 ,-0.156419
0.097892 ,-0.156188
0.096320 ,-0.156957
0.095748 ,-0.157725
0.095177 ,-0.157494
0.096606 ,-0.158262
0.097034 ,-0.158030
0.097462 ,-0.157798
0.097889 ,-0.157566
0.098317 ,-0.158334
0.097745 ,-0.158102
0.098172 ,-0.157869
0.097600 ,-0.156638
0.097028 ,-0.156406
0.097456 ,-0.156175
0.097884 ,-0.155944
0.098312 ,-0.156712
0.098739 ,-0.156481
0.099167 ,-0.156249
0.099594 ,-0.156018
0.099021 ,-0.155786
0.097449 ,-0.156555
0.095878 ,-0.158323
0.095307 ,-0.160090
0.095736 ,-0.159856
0.095165 ,-0.158623
0.094595 ,-0.156391
0.093025 ,-0.155160
0.092455 ,-0.155928
0.092886 ,-0.156697
0.093317 ,-0.156465
0.092747 ,-0.156233
0.092178 ,-0.156001
0.091609 ,-0.155770
0.092041 ,-0.155538
0.092472 ,-0.156307
0.092903 ,-0.156075
0.093333 ,-0.155843
0.092764 ,-0.156611
0.092195 ,-0.156379
0.092626 ,-0.156147
0.095057 ,-0.155915
0.095487 ,-0.155684
0.095916 ,-0.154452
0.095346 ,-0.154221
0.094776 ,-0.153990
0.094206 ,-0.153759
0.093637 ,-0.153528
0.095067 ,-0.153298
0.096497 ,-0.153067
0.096926 ,-0.152837
0.097356 ,-0.153606
0.097785 ,-0.154375
0.100213 ,-0.154144
0.100640 ,-0.153912
0.100068 ,-0.152682
0.100496 ,-0.151451
0.100923 ,-0.151222
0.101351 ,-0.149992
0.102778 ,-0.149763
0.104204 ,-0.149534
0.104630 ,-0.150304
0.102056 ,-0.159073
0.095485 ,-0.163838
0.091916 ,-0.161602
0.092348 ,-0.161367
0.091780 ,-0.162132
0.092213 ,-0.162896
0.092645 ,-0.162660
0.092077 ,-0.163424
0.092509 ,-0.163188
0.091941 ,-0.163952
0.092373 ,-0.163715
0.092805 ,-0.163479
0.093237 ,-0.164242
0.093669 ,-0.164005
0.094100 ,-0.163768
0.092532 ,-0.164531
0.092964 ,-0.163294
0.093396 ,-0.163058
0.093828 ,-0.162821
0.094260 ,-0.162584
0.093691 ,-0.163348
0.094123 ,-0.163111
0.094555 ,-0.162874
0.094986 ,-0.162637
0.095417 ,-0.162401
0.095848 ,-0.162164
0.096279 ,-0.161927
0.095710 ,-0.161691
0.096141 ,-0.161455
0.096571 ,-0.161218
0.097002 ,-0.160982
0.098432 ,-0.159746
0.098862 ,-0.162510
0.099291 ,-0.162273
0.098721 ,-0.161037
0.099150 ,-0.160801
0.100579 ,-0.160564
0.100008 ,-0.160328
0.099438 ,-0.160092
0.098867 ,-0.159857
0.099297 ,-0.159621
0.099727 ,-0.159385
0.101156 ,-0.159150
0.102584 ,-0.158914
0.102012 ,-0.158679
0.102441 ,-0.158443
0.102869 ,-0.157209
0.102297 ,-0.155974
0.102725 ,-0.155740
0.103153 ,-0.155506
0.103581 ,-0.155272
0.104009 ,-0.155039
0.103436 ,-0.155805
0.103864 ,-0.155571
0.104292 ,-0.154337
0.105719 ,-0.153104
0.107146 ,-0.152871
0.108571 ,-0.152638
0.109997 ,-0.151406
0.110421 ,-0.149174
0.112845 ,-0.147943
0.115268 ,-0.147713
0.115690 ,-0.147483
0.116113 ,-0.146253
0.116534 ,-0.146023
0.116956 ,-0.145794
0.118377 ,-0.145564
0.118798 ,-0.145335
0.120219 ,-0.144106
0.121638 ,-0.144877
0.123057 ,-0.144648
